resolved;question_uid;answers_count;answer_uid;date_time;time_difference;time_difference_rank;solution;len;len_rank;wordcount;wordcount_rank;avg_chars_per_word;avg_chars_per_word_rank;sentences;sentences_rank;avg_words_per_sentence;avg_words_per_sentence_rank;longest_sentence;longest_sentence_rank;views;views_rank;loglikelihood;loglikelihood_ascending_rank;loglikelihood_descending_rank;F-K;F-K_ascending_rank;F-K_descending_rank;upvotes;upvotes_rank;has_links;has_code_snippet;has_tags
False;;5;102.3;04/02/11 09:30;2657280.0;3;False;81;4;13;5;6.23;1;2;4;6.50;2;8;5;543;3;0.00;1;5;211145;1;5;0;3;False;False;False
False;;5;102.4;05/04/12 10:13;37047060.0;4;False;1342;1;234;1;5.74;2;10;1;23.40;3;80;1;404;4;0.25;5;1;35.217.360.000.000.000;5;1;0;4;False;False;False
False;;5;102.5;06/04/12 08:45;39720180.0;5;False;76;5;17;4;4.47;5;1;5;17.00;4;17;3;403;5;0.01;3;4;238.84;2;4;0;5;False;False;False
False;103;3;103.1;28/01/11 11:12;18960.0;1;False;96;3;17;3;5.65;2;2;2;8.50;1;15;3;448;1;0.00;1;3;24.732.500.000.000.000;1;3;0;1;False;False;False
False;;3;103.2;02/02/11 11:40;452640.0;2;False;216;1;42;1;5.14;3;3;1;14.00;2;17;1;432;2;0.03;3;1;49.727.000.000.000.000;3;1;0;2;False;False;False
False;;3;103.3;09/04/12 12:07;50566260.0;3;False;186;2;26;2;7.15;1;2;3;13.00;3;17;2;338;3;0.01;2;2;44.968.000.000.000.000;2;2;0;3;True;False;False
False;104;1;104.1;16/04/12 21:53;53280.0;1;False;88;1;17;1;5.18;1;1;1;17.00;1;17;1;319;1;0.01;1;1;25.064.000.000.000.000;1;1;1;1;False;False;False
False;105;4;105.1;23/06/11 12:56;18060.0;1;False;774;1;141;1;5.49;2;8;1;17.62;2;26;1;505;1;0.10;4;1;20.798.817.999.999.900;4;1;0;1;False;False;False
False;;4;105.2;23/06/11 13:13;19080.0;2;False;97;4;22;3;4.41;4;2;3;11.00;4;13;3;503;2;0.01;2;3;24.830.000.000.000.000;2;3;0;2;False;False;False
False;;4;105.3;23/06/11 13:55;21600.0;3;False;108;3;19;4;5.68;1;2;4;9.50;1;12;4;499;3;0.00;1;4;224115;1;4;0;3;False;False;False
False;;4;105.4;17/04/12 10:59;25844640.0;4;False;244;2;45;2;5.42;3;3;2;15.00;3;18;2;452;4;0.02;3;2;6.156.600.000.000.000;3;2;0;4;False;False;False
False;106;1;106.1;18/04/12 14:03;86160.0;1;False;319;1;55;1;5.80;1;4;1;13.75;1;23;1;364;1;0.04;1;1;8.157.724.999.999.990;1;1;0;1;False;False;False
True;107;1;107.1;18/04/12 15:34;99660.0;1;True;568;1;95;1;5.98;1;5;1;19.00;1;24;1;403;1;0.06;1;1;16.320.200.000.000.000;1;1;1;1;False;False;False
False;108;1;108.1;18/04/12 22:49;15720.0;1;False;184;1;35;1;5.26;1;5;1;7.00;1;15;1;371;1;0.01;1;1;45.914.000.000.000.000;1;1;1;1;False;False;False
False;109;1;109.1;26/04/12 12:49;44640.0;1;False;508;1;88;1;5.77;1;7;1;12.57;1;41;1;528;1;0.05;1;1;11.103.123;1;1;1;1;True;False;False
False;110;1;110.1;30/04/12 13:49;5100.0;1;False;427;1;60;1;7.12;1;6;1;10.00;1;22;1;368;1;0.03;1;1;11.093.100.000.000.000;1;1;1;1;False;True;False
False;111;3;111.1;03/05/12 16:15;4320.0;1;False;249;1;42;1;5.93;2;5;1;8.40;1;19;1;416;1;0.01;2;1;589486;3;1;0;2;False;False;False
False;;3;111.2;04/05/12 06:53;2649000.0;2;False;149;2;24;2;6.21;1;2;2;12.00;3;17;2;412;2;0.01;3;2;36.669.000.000.000.000;2;2;0;3;False;False;False
False;;3;111.3;04/05/12 08:59;2656560.0;3;False;52;3;13;3;4.00;3;1;3;13.00;2;13;3;408;3;0.00;1;3;154.68;1;3;1;1;False;False;False
True;112;3;112.1;14/04/11 13:30;12120.0;1;True;191;1;32;1;5.97;2;3;2;10.67;3;23;1;505;1;0.01;2;1;5.667.713;3;1;0;1;False;False;False
True;;3;112.2;08/05/12 11:21;41389980.0;2;False;138;2;28;2;4.93;3;2;3;14.00;2;22;2;408;2;0.01;3;2;37.927.000.000.000.000;2;2;0;2;False;False;False
False;;3;112.3;09/05/12 12:58;44074200.0;3;False;72;3;11;3;6.55;1;4;1;2.75;1;5;3;398;3;0.00;1;3;1.742.825;1;3;0;3;False;False;False
False;113;3;113.1;09/05/12 13:03;7020.0;1;False;559;2;98;2;5.70;2;4;2;24.50;1;35;1;913;1;0.06;2;2;15.397.650.000.000.000;2;2;0;1;False;False;True
False;;3;113.2;09/05/12 13:27;8460.0;2;False;153;3;24;3;6.38;1;1;3;24.00;2;24;3;913;2;0.01;1;3;43.037.000.000.000.000;1;3;0;2;False;False;True
False;;3;113.3;10/05/12 08:26;2582400.0;3;False;627;1;117;1;5.36;3;8;1;14.62;3;35;2;897;3;0.07;3;1;17.247.118.000.000.000;3;1;0;3;False;False;True
False;114;2;114.1;10/05/12 16:10;2584500.0;1;False;738;1;133;1;5.55;2;11;1;12.09;2;20;1;1339;1;0.12;2;1;17.237.251;2;1;0;2;True;True;True
True;;2;114.2;11/05/12 15:16;5259660.0;2;True;204;2;33;2;6.18;1;4;2;8.25;1;16;2;1334;2;0.01;1;2;5.540.275;1;2;1;1;False;False;True
True;115;1;115.1;15/05/12 13:23;32940.0;1;True;3432;1;600;1;5.72;1;37;1;16.22;1;39;1;709;1;1.50;1;1;9.855.535.800.000.000;1;1;0;1;True;True;True
False;116;6;116.1;09/05/12 12:58;2700480.0;1;False;35;6;8;6;4.38;6;2;5;4.00;2;7;6;1166;2;0.00;1;6;6.857.000.000.000.000;1;6;0;1;False;False;True
False;;6;116.2;10/05/12 00:12;5246520.0;2;False;262;3;41;3;6.39;5;5;2;8.20;1;17;4;1167;1;0.03;4;3;660208;4;3;0;2;False;False;True
True;;6;116.3;10/05/12 08:20;5275800.0;3;False;158;4;23;4;6.87;3;1;6;23.00;4;23;3;1161;3;0.01;2;4;3.945.800.000.000.000;3;4;0;3;False;False;True
True;;6;116.4;11/05/12 06:34;7947840.0;6;False;568;1;87;1;6.53;4;7;1;12.43;6;34;1;1157;4;0.10;6;1;14.524.577.000.000.000;6;1;0;4;False;True;True
False;;6;116.5;16/05/12 17:00;6961800.0;5;False;126;5;16;5;7.88;1;4;3;4.00;3;8;5;1151;5;0.01;3;5;30.457.000.000.000.000;2;5;0;5;False;False;True
False;;6;116.6;17/05/12 05:29;6916860.0;4;False;485;2;68;2;7.13;2;4;4;17.00;5;31;2;1147;6;0.05;5;2;12.182.400.000.000.000;5;2;0;6;False;True;True
False;117;3;117.1;16/05/12 16:43;21300.0;1;False;120;2;26;2;4.62;3;4;2;6.50;1;15;2;961;1;0.01;2;2;24.654.500.000.000.000;2;2;0;3;False;False;False
True;;3;117.2;16/05/12 22:04;40560.0;2;True;339;1;67;1;5.06;2;6;1;11.17;3;42;1;958;2;0.04;3;1;8.383.663;3;1;1;1;False;True;False
False;;3;117.3;17/05/12 14:46;100680.0;3;False;39;3;7;3;5.57;1;2;3;3.50;2;5;3;953;3;0.00;1;3;10.377.499.999.999.900;1;3;1;2;False;False;False
False;118;1;118.1;23/05/12 12:33;58200.0;1;False;185;1;34;1;5.44;1;3;1;11.33;1;21;1;627;1;0.02;1;1;48.442.870.000.000.000;1;1;0;1;False;False;True
False;119;2;119.1;15/05/12 22:05;34380.0;1;False;73;2;14;2;5.21;1;3;1;4.67;1;7;2;405;1;0.00;1;2;1.986.313;1;2;0;1;False;False;False
False;;2;119.2;24/05/12 11:56;775440.0;2;False;126;1;26;1;4.85;2;1;2;26.00;2;26;1;386;2;0.01;2;1;360.35;2;1;0;2;False;False;False
False;120;1;120.1;28/08/12 09:46;430020.0;1;False;162;1;29;1;5.59;1;1;1;29.00;1;29;1;545;1;0.01;1;1;47.952.000.000.000.000;1;1;0;1;False;False;True
False;121;4;121.1;12/07/12 11:42;2587380.0;1;False;404;3;63;3;6.41;2;5;2;12.60;4;16;3;1197;2;0.03;2;3;10.985.240.000.000.000;2;3;0;2;False;True;False
True;;4;121.2;12/07/12 11:49;2587800.0;2;True;10;4;2;4;5.00;4;1;3;2.00;3;2;4;1221;1;0.00;1;4;8.790.000.000.000.000;1;4;0;3;False;False;False
False;;4;121.3;01/08/12 07:14;26286300.0;4;False;662;2;91;2;7.27;1;1;4;91.00;1;91;1;1170;3;0.06;3;2;20.023.000.000.000.000;3;2;0;4;True;False;False
False;;4;121.4;29/08/12 21:08;6018660.0;3;False;787;1;124;1;6.35;3;6;1;20.67;2;29;2;1088;4;0.10;4;1;23.878.713;4;1;1;1;False;False;False
False;122;1;122.1;05/09/12 23:47;2624700.0;1;False;119;1;17;1;7.00;1;2;1;8.50;1;16;1;400;1;0.00;1;1;29.452.500.000.000.000;1;1;0;1;False;False;False
False;123;8;123.1;09/11/11 12:37;13200.0;1;False;155;7;30;7;5.17;7;2;7;15.00;5;15;7;1562;1;0.01;2;7;47.406.000.000.000.000;2;7;0;1;False;False;False
False;;8;123.2;09/11/11 12:58;14460.0;2;False;641;2;111;2;5.77;4;5;2;22.20;2;31;2;1560;2;0.09;7;2;1.987.268;8;1;0;2;False;False;False
False;;8;123.3;09/11/11 13:16;15540.0;3;False;455;4;77;4;5.91;1;5;3;15.40;4;21;5;1557;3;0.05;5;3;13.002.160.000.000.000;5;4;0;3;False;False;False
True;;8;123.4;09/11/11 13:44;17220.0;4;True;688;1;122;1;5.64;5;12;1;10.17;7;53;1;1557;4;0.10;8;1;18.291.763.000.000.000;7;2;0;4;False;True;False
False;;8;123.5;09/11/11 14:15;19080.0;5;False;523;3;90;3;5.81;2;4;4;22.50;1;31;3;1550;5;0.05;6;4;15.507.850.000.000.000;6;3;0;5;False;False;False
False;;8;123.6;10/11/11 05:55;2581080.0;6;False;13;8;3;8;4.33;8;2;8;1.50;8;2;8;1549;6;0.00;1;8;20.395.000.000.000.000;1;8;0;6;False;False;False
False;;8;123.7;15/09/12 17:05;31997280.0;7;False;389;5;69;5;5.64;6;4;5;17.25;3;24;4;1400;7;0.03;4;5;11.711.375;4;5;0;7;False;False;False
False;;8;123.8;19/09/12 10:18;32318460.0;8;False;260;6;45;6;5.78;3;3;6;15.00;6;17;6;1389;8;0.02;3;6;745.46;3;6;0;8;False;False;False
False;124;2;124.1;08/08/12 23:27;13284420.0;1;False;255;2;46;2;5.54;2;4;2;11.50;2;22;2;405;1;0.02;1;2;6.732.950.000.000.000;1;2;0;1;False;False;False
False;;2;124.2;19/09/12 13:28;16877280.0;2;False;1076;1;180;1;5.98;1;12;1;15.00;1;32;1;388;2;0.27;2;1;3223.46;2;1;0;2;False;False;False
False;125;1;125.1;19/09/12 22:59;209340.0;1;False;116;1;20;1;5.80;1;2;1;10.00;1;13;1;386;1;0.01;1;1;31.871.000.000.000.000;1;1;0;1;False;False;False
False;126;1;126.1;27/09/12 15:37;1740.0;1;False;139;1;26;1;5.35;1;2;1;13.00;1;15;1;523;1;0.01;1;1;33.168.000.000.000.000;1;1;1;1;False;True;False
False;127;2;127.1;24/09/12 10:28;19800.0;1;False;72;2;12;2;6.00;2;2;1;6.00;1;11;2;650;1;0.00;1;2;163.75;1;2;0;1;False;False;False
False;;2;127.2;30/09/12 12:17;544740.0;2;False;369;1;49;1;7.53;1;2;2;24.50;2;32;1;617;2;0.03;2;1;831765;2;1;0;2;False;True;False
False;128;1;128.1;01/10/12 09:06;18000.0;1;False;218;1;40;1;5.45;1;2;1;20.00;1;25;1;386;1;0.02;1;1;653.01;1;1;0;1;False;False;False
False;129;1;129.1;03/10/12 13:55;5192820.0;1;False;310;1;32;1;9.69;1;3;1;10.67;1;16;1;1230;1;0.01;1;1;9.089.713;1;1;2;1;True;True;False
True;130;1;130.1;03/10/12 15:56;4740.0;1;True;124;1;18;1;6.89;1;2;1;9.00;1;11;1;517;1;0.01;1;1;37.732.000.000.000.000;1;1;0;1;False;False;False
True;131;1;131.1;05/10/12 07:43;5940.0;1;True;160;1;31;1;5.16;1;2;1;15.50;1;16;1;446;1;0.01;1;1;3.916.550.000.000.000;1;1;0;1;False;False;False
False;132;1;132.1;10/10/12 10:23;2576160.0;1;False;237;1;36;1;6.58;1;2;1;18.00;1;21;1;450;1;0.01;1;1;746.63;1;1;0;1;False;False;False
False;133;4;133.1;24/09/12 10:25;323100.0;1;False;133;4;7;4;19.00;4;1;4;7.00;1;7;4;648;1;0.00;1;4;3.293.400.000.000.000;1;4;0;1;True;False;False
False;;4;133.2;04/10/12 08:33;14112420.0;4;False;651;1;108;1;6.03;1;5;2;21.60;2;53;1;623;2;0.11;4;1;17.274.340.000.000.000;4;1;0;2;False;False;False
True;;4;133.3;04/10/12 15:39;14086860.0;3;False;497;2;89;2;5.58;2;8;1;11.12;4;25;3;621;3;0.07;3;2;12.867.468.000.000.000;3;2;0;3;False;False;False
True;;4;133.4;10/10/12 16:13;1726380.0;2;False;177;3;34;3;5.21;3;3;3;11.33;3;27;2;609;4;0.01;2;3;48.442.870.000.000.000;2;3;0;4;False;False;False
False;134;4;134.1;04/10/12 13:48;2675280.0;1;False;57;4;9;4;6.33;2;1;3;9.00;1;9;4;954;1;0.00;1;3;153.12;1;4;0;1;False;False;False
False;;4;134.2;05/10/12 10:54;5256840.0;2;False;60;3;11;3;5.45;4;1;4;11.00;4;11;3;951;3;0.00;2;4;165.7;2;3;0;2;False;False;False
False;;4;134.3;05/10/12 12:05;5261100.0;3;False;383;2;65;2;5.89;3;4;1;16.25;3;22;2;953;2;0.04;4;1;11.117.475.000.000.000;3;2;0;3;False;False;False
True;;4;134.4;10/10/12 16:24;18495840.0;4;True;548;1;71;1;7.72;1;2;2;35.50;2;65;1;931;4;0.02;3;2;1.119.255;4;1;0;4;False;True;False
False;135;1;135.1;14/10/12 09:26;74040.0;1;False;211;1;37;1;5.70;1;4;1;9.25;1;15;1;673;1;0.01;1;1;6.016.175;1;1;1;1;False;False;False
False;136;1;136.1;16/11/11 11:23;8640.0;1;False;1511;1;51;1;29.63;1;2;1;25.50;1;47;1;346;1;0.00;1;1;9.147.550.000.000.000;1;1;0;1;False;False;False
False;137;2;137.1;16/11/11 11:34;6360.0;1;False;180;2;20;2;9.00;1;2;2;10.00;2;11;2;804;1;0.01;1;2;483.91;1;2;0;1;True;False;False
True;;2;137.2;16/11/11 12:16;8880.0;2;True;203;1;36;1;5.64;2;3;1;12.00;1;18;1;801;2;0.02;2;1;567.29;2;1;0;2;False;False;False
False;138;7;138.1;11/11/11 11:36;2635860.0;1;False;1196;1;220;1;5.44;5;19;1;11.58;6;36;3;1611;1;0.38;7;1;33.519.262;7;1;0;1;False;False;True
True;;7;138.2;14/11/11 21:32;2930820.0;2;False;601;3;120;2;5.01;7;8;2;15.00;5;26;4;1599;2;0.12;6;2;16.658.600.000.000.000;5;3;0;2;False;False;True
True;;7;138.3;15/11/11 01:48;2946180.0;3;False;536;4;88;4;6.09;4;4;3;22.00;3;44;2;1598;3;0.07;4;4;1456.19;4;4;0;3;False;False;True
False;;7;138.4;15/11/11 10:16;2976660.0;4;False;721;2;110;3;6.55;2;2;5;55.00;1;63;1;1579;4;0.09;5;3;19.410.600.000.000.000;6;2;0;4;False;False;True
False;;7;138.5;15/11/11 12:35;2985000.0;5;False;128;5;20;6;6.40;3;1;7;20.00;4;20;5;1572;5;0.01;2;5;36.981.000.000.000.000;3;5;0;5;False;True;True
True;;7;138.6;21/11/11 03:53;3472080.0;6;True;101;7;14;7;7.21;1;3;4;4.67;2;8;7;1550;6;0.00;1;7;31.663.130.000.000.000;2;6;0;6;False;False;True
False;;7;138.7;21/11/11 04:08;3472980.0;7;False;109;6;21;5;5.19;6;2;6;10.50;7;18;6;1548;7;0.01;3;6;2.599.050.000.000.000;1;7;0;7;False;True;True
False;139;2;139.1;18/10/11 18:28;456060.0;1;False;455;2;66;2;6.89;1;4;2;16.50;1;24;1;853;1;0.03;1;2;1.288.845;1;2;0;1;True;False;True
True;;2;139.2;22/11/11 09:56;3449340.0;2;True;473;1;81;1;5.84;2;6;1;13.50;2;22;2;837;2;0.05;2;1;13.348.750.000.000.000;2;1;0;2;False;False;True
False;140;1;140.1;22/11/11 12:01;5760.0;1;False;326;1;55;1;5.93;1;3;1;18.33;1;21;1;494;1;0.04;1;1;8.647.587;1;1;1;1;False;False;False
False;141;6;141.1;09/11/11 12:41;13020.0;1;False;250;3;25;6;10.00;6;3;3;8.33;1;11;6;1081;1;0.01;1;4;6.130.587;4;3;0;2;True;False;False
False;;6;141.2;10/11/11 02:53;2569740.0;2;False;447;1;79;1;5.66;3;6;1;13.17;3;36;1;1078;2;0.05;6;1;12.049.463;6;1;0;3;False;False;False
False;;6;141.3;10/11/11 10:40;2597760.0;3;False;174;6;32;5;5.44;4;3;4;10.67;6;15;5;1073;3;0.01;2;5;50.777.130.000.000.000;1;6;0;4;False;False;False
False;;6;141.4;10/11/11 19:09;2628300.0;4;False;366;2;69;2;5.30;5;6;2;11.50;4;20;3;1066;4;0.04;5;2;9.918.950.000.000.000;5;2;0;5;False;False;False
False;;6;141.5;14/11/11 12:56;5543520.0;5;False;212;4;36;3;5.89;1;2;6;18.00;2;20;4;1051;5;0.02;4;3;593.23;3;4;1;1;False;False;False
True;;6;141.6;23/11/11 18:58;6342840.0;6;True;197;5;34;4;5.79;2;3;5;11.33;5;24;2;1026;6;0.01;3;6;5.434.286.999.999.990;2;5;0;6;False;False;False
False;142;1;142.1;28/11/11 08:13;444420.0;1;False;195;1;33;1;5.91;1;2;1;16.50;1;17;1;198;1;0.01;1;1;569045;1;1;0;1;False;False;False
False;143;4;143.1;27/11/11 20:53;304980.0;1;False;89;4;16;4;5.56;3;3;2;5.33;2;9;4;747;1;0.01;1;1;24.608.870.000.000.000;1;4;0;3;False;False;False
True;;4;143.2;28/11/11 08:19;346140.0;2;True;267;1;33;2;8.09;1;3;3;11.00;4;14;2;746;2;0.01;2;2;779.3;4;1;1;1;False;False;False
False;;4;143.3;28/11/11 18:37;383220.0;3;False;223;2;37;1;6.03;2;5;1;7.40;1;14;3;743;3;0.01;3;3;624496;3;2;1;2;False;False;False
False;;4;143.4;28/11/11 22:04;395640.0;4;False;148;3;28;3;5.29;4;2;4;14.00;3;21;1;740;4;0.01;4;4;37.927.000.000.000.000;2;3;0;4;False;False;False
False;144;4;144.1;01/12/11 08:13;27842220.0;4;False;694;3;131;3;5.30;4;8;2;16.38;3;28;2;1939;1;0.12;2;2;19.023.982.000.000.000;2;3;0;3;False;False;False
False;;4;144.2;01/12/11 08:22;27841680.0;3;False;1202;1;218;1;5.51;3;15;1;14.53;4;26;3;1938;2;0.38;4;1;32.940.767;4;1;0;4;False;False;False
True;;4;144.3;01/12/11 08:54;27839760.0;2;True;1104;2;148;2;7.46;1;8;3;18.50;2;48;1;1937;3;0.12;3;3;3.000.625;3;2;1;1;False;False;False
False;;4;144.4;01/12/11 14:23;27820020.0;1;False;269;4;39;4;6.90;2;4;4;9.75;1;18;4;1931;4;0.02;1;4;6.608.125;1;4;1;2;True;True;False
False;145;5;145.1;28/03/11 13:01;5340.0;1;False;266;3;54;3;4.93;5;2;2;27.00;3;40;1;517;2;0.03;3;3;773.74;4;2;0;1;False;False;False
False;;5;145.2;28/03/11 13:08;5760.0;2;False;766;1;144;1;5.32;3;9;1;16.00;4;34;2;505;3;0.17;5;1;20.320.500.000.000.000;5;1;0;2;False;False;False
False;;5;145.3;28/03/11 13:16;6240.0;3;False;113;5;19;5;5.95;1;2;3;9.50;1;12;5;521;1;0.00;1;5;31.851.500.000.000.000;1;5;0;3;False;False;False
False;;5;145.4;05/12/11 05:12;3865200.0;4;False;159;4;29;4;5.48;2;2;4;14.50;5;15;4;438;4;0.01;2;4;462065;2;4;0;4;False;False;False
False;;5;145.5;05/12/11 13:43;3895860.0;5;False;281;2;56;2;5.02;4;2;5;28.00;2;34;3;435;5;0.04;4;2;6.443.299.999.999.990;3;3;0;5;False;False;False
True;146;1;146.1;17/12/11 12:34;6600.0;1;True;115;1;8;1;14.38;1;2;1;4.00;1;5;1;284;1;0.00;1;1;30.457.000.000.000.000;1;1;0;1;False;False;False
False;147;13;147.1;11/04/11 15:38;3000.0;1;False;765;2;122;3;6.27;3;8;1;15.25;10;34;4;1045;1;0.10;11;3;21.379.575;12;2;0;1;False;True;False
False;;13;147.2;12/04/11 07:34;2565960.0;6;False;378;7;62;8;6.10;4;8;2;7.75;1;20;9;1037;2;0.05;7;7;10.022.325.000.000.000;7;7;0;2;False;True;False
False;;13;147.3;12/04/11 08:06;2567880.0;7;False;214;10;45;10;4.76;13;4;7;11.25;13;15;12;1028;3;0.02;2;10;4.607.975;3;11;0;3;False;False;False
False;;13;147.4;12/04/11 08:49;2570460.0;8;False;525;4;90;5;5.83;6;4;8;22.50;6;31;6;1017;4;0.09;10;4;14.681.850.000.000.000;10;4;0;4;False;False;False
False;;13;147.5;12/04/11 09:01;2571180.0;9;False;520;5;92;4;5.65;8;6;4;15.33;9;32;5;1014;5;0.07;9;5;14.181.887.000.000.000;8;6;0;5;False;False;False
False;;13;147.6;12/04/11 09:21;2572380.0;10;False;487;6;82;6;5.94;5;5;6;16.40;7;30;7;1006;7;0.06;8;6;14.186.060.000.000.000;9;5;0;6;False;False;False
False;;13;147.7;12/04/11 09:42;2573640.0;11;False;755;3;142;2;5.32;11;6;5;23.67;4;35;3;1012;6;0.14;12;2;21.176.413;11;3;0;7;False;False;False
True;;13;147.8;12/04/11 10:01;2574780.0;12;False;283;9;49;9;5.78;7;3;9;16.33;8;18;10;997;8;0.03;5;8;7.577.787;5;9;0;8;False;False;False
True;;13;147.9;10/10/11 08:15;2183580.0;5;False;1882;1;225;1;8.36;1;8;3;28.12;3;48;2;962;9;0.41;13;1;39.011.768;13;1;0;9;False;True;False
False;;13;147.10;10/10/11 11:53;2170500.0;4;False;101;13;15;13;6.73;2;1;12;15.00;11;15;13;585;10;0.00;1;13;2.734.600.000.000.000;1;13;0;10;False;False;False
False;;13;147.11;10/10/11 17:19;2150940.0;3;False;201;11;37;11;5.43;9;3;10;12.33;12;16;11;579;11;0.02;3;11;4.730.187;4;10;0;11;False;False;False
False;;13;147.12;11/10/11 16:29;524460.0;2;False;366;8;71;7;5.15;12;2;11;35.50;2;57;1;559;12;0.03;6;9;942255;6;8;0;12;False;True;False
True;;13;147.13;29/12/11 22:01;4777980.0;13;True;124;12;23;12;5.39;10;1;13;23.00;5;23;8;543;13;0.02;4;12;3.237.800.000.000.000;2;12;0;13;False;False;False
True;148;1;148.1;03/01/12 12:05;6050520.0;1;True;71;1;10;1;7.10;1;1;1;10.00;1;10;1;204;1;0.00;1;1;236.11;1;1;0;1;False;False;False
False;149;3;149.1;11/01/12 10:43;720.0;1;False;511;2;72;2;7.10;2;4;2;18.00;2;33;1;298;1;0.03;2;2;1572.63;2;2;0;1;False;False;False
False;;3;149.2;11/01/12 10:46;900.0;2;False;160;3;31;3;5.16;3;1;3;31.00;1;31;2;296;2;0.01;1;3;50.390.000.000.000.000;1;3;0;2;False;False;False
False;;3;149.3;11/01/12 10:50;1140.0;3;False;588;1;79;1;7.44;1;5;1;15.80;3;29;3;294;3;0.04;3;1;17.841.720.000.000.000;3;1;0;3;True;False;False
False;150;3;150.1;29/06/11 13:31;4260.0;1;False;2706;1;245;1;11.04;3;7;1;35.00;2;167;1;1566;1;0.26;3;1;6830.26;3;1;2;1;True;True;True
True;;3;150.2;29/06/11 14:00;6000.0;2;False;37;3;6;3;6.17;1;1;3;6.00;1;6;3;1520;2;0.00;1;3;81.15;1;3;0;2;False;False;True
True;;3;150.3;11/01/12 18:06;42443160.0;3;False;470;2;86;2;5.47;2;7;2;12.29;3;24;2;1451;3;0.05;2;2;12.636.031.000.000.000;2;2;0;3;False;False;True
False;151;3;151.1;11/01/12 17:49;12240.0;1;False;399;1;61;1;6.54;2;4;1;15.25;2;25;1;432;1;0.04;3;1;10.051.575;3;1;0;1;False;False;False
False;;3;151.2;12/01/12 09:09;2573040.0;2;False;133;2;23;2;5.78;3;2;2;11.50;3;17;2;425;2;0.01;2;2;30.749.500.000.000.000;2;2;0;2;False;False;False
True;;3;151.3;12/01/12 11:23;2581080.0;3;True;92;3;14;3;6.57;1;2;3;7.00;1;13;3;424;3;0.00;1;3;24.674.000.000.000.000;1;3;0;3;False;False;False
False;152;1;152.1;12/01/12 13:48;240.0;1;False;121;1;21;1;5.76;1;2;1;10.50;1;12;1;546;1;0.01;1;1;29.530.500.000.000.000;1;1;0;1;False;False;False
False;153;6;153.1;11/01/12 10:35;2631060.0;1;False;456;3;73;2;6.25;2;5;4;14.60;5;27;3;1315;1;0.05;5;2;1.276.304;5;2;0;1;False;False;True
False;;6;153.2;11/01/12 17:50;2657160.0;2;False;340;4;72;3;4.72;6;6;2;12.00;6;18;4;1311;2;0.04;4;3;8.740.899.999.999.990;3;4;0;2;False;False;True
False;;6;153.3;11/01/12 17:58;2657640.0;3;False;1192;1;210;1;5.68;3;14;1;15.00;4;36;1;1308;3;0.24;6;1;3223.46;6;1;0;3;False;False;True
False;;6;153.4;11/01/12 18:32;2659680.0;4;False;284;5;54;5;5.26;5;6;3;9.00;1;17;5;1306;4;0.02;2;5;813.92;2;5;0;4;False;False;True
False;;6;153.5;12/01/12 12:08;5228640.0;5;False;115;6;21;6;5.48;4;4;5;5.25;2;10;6;1300;5;0.01;1;6;3.168.575.000.000.000;1;6;0;5;False;False;True
False;;6;153.6;13/01/12 15:11;22667580.0;6;False;470;2;64;4;7.34;1;4;6;16.00;3;28;2;1293;6;0.03;3;4;10.762.500.000.000.000;4;3;0;6;False;False;True
False;154;4;154.1;18/01/12 10:30;3000.0;1;False;207;1;32;1;6.47;1;3;1;10.67;4;20;2;746;1;0.01;2;2;5.313.713;4;1;0;2;False;False;False
False;;4;154.2;18/01/12 10:39;3540.0;2;False;154;3;28;3;5.50;3;3;2;9.33;1;14;3;744;2;0.02;4;1;4.364.487.000.000.000;3;2;0;3;False;False;False
True;;4;154.3;18/01/12 10:41;3660.0;3;True;171;2;30;2;5.70;2;2;3;15.00;3;22;1;744;3;0.01;3;3;3.796.600.000.000.000;2;3;1;1;False;False;False
False;;4;154.4;18/01/12 10:57;4620.0;4;False;37;4;7;4;5.29;4;2;4;3.50;2;6;4;742;4;0.00;1;4;10.377.499.999.999.900;1;4;0;4;False;False;False
False;155;1;155.1;31/01/12 15:50;23820.0;1;False;146;1;18;1;8.11;1;3;1;6.00;1;10;1;322;1;0.01;1;1;305.35;1;1;0;1;False;False;False
False;156;1;156.1;09/02/12 15:25;1440.0;1;False;380;1;71;1;5.35;1;6;1;11.83;1;25;1;287;1;0.04;1;1;10.392.237.000.000.000;1;1;0;1;False;False;False
False;157;18;157.1;09/02/12 09:32;4920.0;1;False;123;10;21;10;5.86;6;4;5;5.25;8;10;13;863;1;0.00;1;10;29.325.750.000.000.000;9;10;0;1;False;False;False
False;;18;157.2;09/02/12 13:09;17940.0;2;False;10537;1;268;1;39.32;17;1;14;268.00;9;268;1;857;2;0.00;2;11;31170.13;18;1;0;2;True;False;False
False;;18;157.3;09/02/12 15:37;26820.0;3;False;196;8;29;7;6.76;2;3;6;9.67;2;11;12;851;3;0.01;10;6;5.191.813;11;8;0;3;False;True;False
False;;18;157.4;10/02/12 08:37;2593620.0;4;False;239;7;47;6;5.09;14;3;7;15.67;14;30;3;848;4;0.02;14;5;6.631.213;12;7;0;4;False;True;False
False;;18;157.5;10/02/12 11:10;2602800.0;5;False;388;5;70;4;5.54;10;6;4;11.67;17;28;4;841;6;0.04;16;2;10.391.613.000.000.000;14;5;0;5;False;False;False
